特約類別,機構代號,機構名稱,全日平均三班護理人員數,護病比,病床數,分佈,圖點,區部病床數排名
地區醫院,634070018,員山榮民醫,38,11.2,259,1,台北榮總員山分院,55
地區醫院,1531031278,永和復康,4.5,10.3,26,1,永和復康醫院,105
地區醫院,1531050077,同仁醫院,5,11.2,22,1,同仁醫院,108
區域醫院,1131110516,汐止國泰,86,8.7,861,1,汐止國泰綜合醫院,18
地區醫院,1501190031,西園醫院,17.5,6.8,123,1,西園醫院,72
區域醫院,1131050515,慈濟台北,133,7.9,933,1,佛教慈濟綜合醫院台北院區,15
地區醫院,1532101108,宋俊宏婦幼,8,11.1,42,1,宋俊宏婦幼醫院,99
地區醫院,1531020122,宏仁醫院,8,10.1,63,1,宏仁醫院,92
地區醫院,937050024,宏仁醫院,13,10.8,49,1,宏仁醫院,97
地區醫院,932020016,宏其婦幼,8.4,11.5,72,1,宏其婦幼醫院,86
地區醫院,1101020036,宏恩醫院,18.9,12.4,154,1,宏恩醫院,66
地區醫院,1134050026,杏和醫院,3,1.7,250,1,杏和醫院,57
醫學中心,1131010011,亞東醫院,273,7.5,909,1,亞東醫院,16
地區醫院,1501100037,協和婦女,5,2.8,87,1,協和婦女醫院,79
區域醫院,1101160026,和信治癌醫,97,4.5,491,1,和信治癌中心醫院,39
精神專科,1532060031,居善醫院,12,14.4,63,1,居善醫院,93
地區醫院,1532040066,怡仁醫院,21.5,11.5,273,1,怡仁醫院,53
地區醫院,1531041390,怡和醫院,5,8.4,29,1,怡和醫院,104
地區醫院,1532021285,承安醫院,6,3.1,65,1,承安醫院,90
區域醫院,933050018,東元法人,,,,1,東元綜合醫院,
地區醫院,931010025,板英醫院,4,9.6,31,1,板英醫院,103
醫學中心,1132070011,林口長庚,726.8,7.5,4274,1,林口長庚紀念醫院,1
地區醫院,1532101117,秉坤,9,8.3,25,1,秉坤婦幼醫院,106
地區醫院,1512011185,南門醫院,17,7.3,263,1,南門醫院,54
精神專科,1134070019,普門醫院,7,7.6,22,1,員山馬偕紀念醫院,107
區域醫院,1131090019,恩主公醫院,80.9,8.4,427,1,恩主公醫院,44
地區醫院,1531131157,恩樺醫院,16.5,8.1,93,1,恩樺醫院,77
區域醫院,1101160017,振興醫院,197,8.4,1259,1,振興醫院,8
區域醫院,632010014,北榮桃園,46.5,10.2,782,1,桃園榮民醫院,20
地區醫院,1532010120,桃新醫院,6,1.6,125,1,桃新醫院,70
精神專科,934060027,海天醫院,9,11.9,45,1,海天醫院,98
區域醫院,1231050017,新店耕莘醫院,102.2,10.4,1138,1,耕莘醫院,10
地區醫院,1231030015,永和耕莘,32.6,11.7,418,1,耕萃醫院永和分院,45
醫學中心,1101100011,馬偕台北,224,6.7,967,1,馬偕紀念醫院,11
醫學中心,1131100010,馬偕淡水,233.5,6.3,1519,1,馬偕醫院淡水院區,5
區域醫院,434010518,陽大醫院,105,8.8,519,1,國立陽明交通大學附設醫院,35
醫學中心,401180014,台大醫院,601.5,7.5,2245,1,國立臺灣大學醫學院附設醫院,3
區域醫院,532090029,國軍桃園總,79.8,9.1,770,1,國軍桃園總醫院,22
地區醫院,512040014,國軍新竹醫,26.5,10.7,566,1,國軍新竹地區醫院,34
地區醫院,1112010528,國泰新竹,45,8.2,388,1,國泰醫院,47
醫學中心,1101020018,國泰醫院,168,7.1,945,1,國泰醫院總院,13
精神專科,1501010029,培靈醫院,4,14.1,19,1,培靈醫院,110
地區醫院,211070012,基隆市立醫,7,3.4,78,1,基隆市立醫院,83
區域醫院,1111060015,長庚基隆分,192,8.6,1159,1,基隆長庚紀念醫院,9
地區醫院,1101110026,康寧醫院,17,6.5,468,1,康寧醫院,42
區域醫院,1532011154,敏盛綜合醫,74,8.9,948,1,敏盛醫院,12
地區醫院,1532091081,龍潭敏盛醫,7,9.4,36,1,敏盛醫院 龍潭分院,100
區域醫院,132010014,桃園醫院,143.8,9.9,890,1,部立桃園醫院,17
地區醫院,1501010010,博仁醫院,17,13.1,238,1,博仁綜合醫院,59
區域醫院,1134020019,羅東博愛醫,135.3,9.1,1369,1,博愛醫院門診大樓,6
地區醫院,1501201020,景美醫院,11.1,11.7,68,1,景美醫院,88
地區醫院,901180023,郵政醫院,11,4.2,103,1,郵政醫院,73
地區醫院,1532101091,陽明醫院,20.5,10,71,1,陽明醫院,87
地區醫院,931060016,新仁醫院,7,5.9,32,1,新仁醫院,102
地區醫院,1531051172,新北仁康,,,,1,新北仁康醫院,
地區醫院,1131130018,土城醫院,,,,1,新北市立土城醫院,
區域醫院,131020016,新北市聯醫,31.5,9.5,598,1,新北市立聯合醫院三重院區,31
醫學中心,1101150011,新光醫院,158.2,7.5,744,1,新光醫院,23
區域醫院,1112010519,新竹馬偕,105.3,8.3,665,1,新竹馬偕醫院,26
地區醫院,433050018,臺大生醫,,,,1,新竹臺大分院生醫醫院竹北院區,
區域醫院,412040012,臺大新竹分,132.6,8.7,938,1,新竹臺大分院新竹醫院,14
地區醫院,1511010068,新昆明醫院,1,8.2,94,1,新昆明醫院,76
地區醫院,1531060180,新泰綜合院,20,9,204,1,新泰綜合醫院,62
地區醫院,932020034,新國民法人,,,,1,新國民醫院,23
精神專科,1431060017,新莊仁濟,5.5,10.8,20,1,新莊仁濟醫院,109
地區醫院,1531120038,瑞芳礦工醫,8,2.3,92,1,瑞芳礦工醫院,78
醫學中心,1301200010,萬芳醫院,173.8,7.3,681,1,萬芳醫院,25
區域醫院,1132010024,聖保祿醫院,63,8.9,341,1,聖保祿醫院,49
精神專科,911010010,維德醫院,10,12.6,60,1,維德醫院,95
地區醫院,401190010,北護分院,5.8,6.8,72,1,臺大醫院北護分院,85
地區醫院,431270012,台大金山,6.9,5.6,178,1,臺大醫院金山分院,64
醫中兒醫,401180023,台大兒醫,41.5,6.1,228,1,臺大醫院急診部,61
區域醫院,101090517,臺北市聯醫中興院區,66.7,9.1,483,1,臺北市立聯合醫院中興院區,41
區域醫院,101090517,臺北市聯醫和平婦幼院區,70,9,605,1,臺北市立聯合醫院和平婦幼院區和平院址,30
區域醫院,101090517,臺北市聯醫忠孝院區,49.5,9.3,511,1,臺北市立聯合醫院忠孝院區,37
區域醫院,101090517,臺北市聯醫松德院區,98.1,9,483,1,臺北市立聯合醫院松德院區,40
醫學中心,601160016,臺北榮總,712,7.4,3216,1,臺北榮民總醫院,2
地區醫院,633030010,北榮新竹,28.7,9.2,369,1,臺北榮民總醫院新竹分院,48
區域醫院,1301170017,台北醫學大,136,8.9,682,1,臺北醫學大學附設醫院,24
區域醫院,1101010021,臺安醫院,46.5,7.2,582,1,臺安醫院,32
地區醫院,1411030013,臺灣礦工,7,9.9,100,1,臺灣礦工醫院,74
地區醫院,1331160010,輔大附醫,,,,1,輔大醫院,52
地區醫院,1531130052,廣川醫院,4,4.6,238,1,廣川醫院,59
地區醫院,131060010,樂生療養院,30,10.5,290,1,樂生療養院迴龍院區,52
區域醫院,111070010,衛福部基隆,50.1,9.2,658,1,衛生福利部基隆醫院,28
區域醫院,131060029,衛福部台北,80.8,8.3,659,1,衛生福利部臺北醫院,27
區域醫院,1331040513,雙和醫院,211,8.6,1343,1,衛生福利部雙和醫院,7
地區醫院,132110519,桃園新屋,15.1,13.9,128,1,衛福部桃園醫院新屋分院,68
地區醫院,101090517,臺北市聯醫林森中醫院區,8,1,162,1,聯合醫院林森院區,65
區域醫院,1532100049,壢新醫院,102,7.6,776,1,壢新醫院,21
地區醫院,1532021383,懷寧醫院,5.6,11.5,74,1,懷寧醫院,84
區域醫院,1134020028,羅東聖母醫,,,,1,羅東聖母醫院,
地區醫院,701160518,關渡醫院,7.6,10.2,79,1,關渡醫院,81
地區醫院,1134010022,蘭陽仁愛醫,13,8.5,78,1,蘭陽仁愛醫院,82
地區醫院,1535010051,大千醫院,62,10.7,523,2,大千綜合醫院,22
區域醫院,936030018,大甲李綜合,27,7.8,580,2,大甲李綜合醫院,19
區域醫院,1136200015,大里仁愛醫,90,6.2,1160,2,大里仁愛醫院,5
地區醫院,1535081078,大順醫院,4,4.2,71,2,大順醫院,54
地區醫院,1531060046,大順醫院,4,11.3,15,2,大順醫院,64
醫學中心,1317050017,中國,402.1,7.9,1792,2,中國醫藥大學附設醫院,2
地區醫院,1336010015,中國豐原分,7,9.3,84,2,中國醫藥大學附設醫院豐原分院,50
地區醫院,1537070028,仁和醫院,3,2.3,278,2,仁和醫院,34
區域醫院,1139030015,若瑟醫院,40.7,9.3,591,2,天主教若瑟醫院,18
地區醫院,1139020019,福安醫院,,,,2,天主教福安醫院,
地區醫院,1503190039,新太平澄清,,,,2,太平澄清醫院,55
地區醫院,1139010013,斗六慈濟醫,,,,2,斗六慈濟醫院,
區域醫院,439010518,台大雲林,126.8,10.3,799,2,台大醫院雲林分院,13
地區醫院,640140012,中榮灣橋,14.5,8.9,196,2,台中榮民總醫院灣橋分院,43
地區醫院,638020014,榮總埔里分,35.8,10.9,219,2,台中榮總埔里分院市區門診,39
地區醫院,1536181139,本堂澄清,6,5.7,213,2,本堂澄清醫院,41
區域醫院,936050029,光田綜合醫,127,8.9,1691,2,光田綜合醫院,3
地區醫院,1537010219,成美醫院,5.3,11.6,78,2,成美醫院,53
地區醫院,1538041101,竹山秀傳醫,33,8.5,370,2,竹山秀傳醫院,29
精神專科,1503250012,宏恩龍安分,12,10.9,46,2,宏恩醫院龍安分院,60
地區醫院,935020027,李綜合苑裡,27.3,7.8,319,2,李綜合醫院,32
區域醫院,937010019,秀傳紀念醫,118,8.4,679,2,秀傳醫院,17
地區醫院,1303180011,亞洲大學附,32.9,8.7,238,2,亞洲大學附屬醫院,37
地區醫院,1537100012,伸港忠孝,5,5.5,163,2,忠孝醫院,46
地區醫院,1536060037,明德梧棲醫,15,8.8,82,2,明德醫院,51
地區醫院,1538041165,東華醫院,9,12.9,62,2,東華醫院,56
區域醫院,917070029,林新醫療社,85,6.7,896,2,林新醫院,11
地區醫院,1503190020,長安醫院,10.8,11.3,241,2,長安醫院,36
地區醫院,1139130010,長庚雲林,16.9,7.5,218,2,長庚醫院雲林分院,40
精神專科,939010018,信安醫院,7.7,9.9,35,2,信安醫院,62
地區醫院,1537010175,冠華醫院,3,0.5,1000,2,冠華醫院,9
地區醫院,1138010019,南投基督教,,,,2,南基醫院,
地區醫院,935010021,大千南勢,14,13.6,71,2,南勢醫院,55
地區醫院,1539010048,洪揚醫院,6,7,169,2,洪揚醫院,45
區域醫院,1135050020,為恭醫院,67,10.4,688,2,為恭紀念醫院,16
地區醫院,1537051292,員生醫院,7,5.2,196,2,員生醫院,42
地區醫院,1537150512,員林郭大村,2,9.9,54,2,員林郭醫院大村分院,57
地區醫院,937050014,員榮醫院,15,7.8,381,2,員榮醫院,27
區域醫院,1138020015,埔里基督教,35,11,558,2,埔里基督教醫院,20
地區醫院,1503150017,烏日林新醫,17,7.2,244,2,烏日林新醫院,35
地區醫院,439010527,成大斗六,28.5,9.3,555,2,國立成功大學醫學院附設醫院斗六分院,21
區域醫院,536190011,國軍台中總,59.6,9.9,725,2,國軍台中總醫院,15
地區醫院,517050010,國軍中清分,9,8.3,194,2,國軍臺中總醫院中清院區,44
地區醫院,1536100081,清泉醫院,11.5,12.8,381,2,清泉醫院,28
地區醫院,1535031041,通霄光田,4,3,231,2,通霄光田醫院,38
地區醫院,1517051107,勝美醫院,10,9.9,39,2,勝美醫院,61
地區醫院,1503030010,順安醫院,7,7.3,53,2,順安醫院,58
地區醫院,1536011276,新惠生,10,7.2,26,2,新惠生醫院,63
地區醫院,1536201065,新菩提醫院,4,9.3,82,2,新菩提醫院,52
地區醫院,1436020013,東勢農民醫,9,9.6,102,2,農民醫院,49
地區醫院,937030012,道周醫院,3.6,6.7,306,2,道周醫院,33
醫學中心,1137010024,彰基,284,7.2,1090,2,彰化基督教醫院,6
地區醫院,1137050019,彰基員林基,49,8.8,158,2,彰化基督教醫院員林分院,47
地區醫院,1137020520,彰基鹿基醫,35,7.8,353,2,彰基鹿基分院,30
區域醫院,1137020511,彰濱秀傳,99.5,8,1018,2,彰濱秀傳紀念醫院,7
地區醫院,1137010051,彰基漢銘基,,,,2,漢銘醫院,
區域醫院,1136090519,台中慈濟醫,107,8.3,1017,2,臺中慈濟醫院,8
醫學中心,617060018,台中榮總,297.3,7.9,1318,2,臺中榮民總醫院,4
區域醫院,117030010,部臺中,71,9,751,2,臺中醫院,14
地區醫院,1503260018,臺安雙十分,17,4.9,114,2,臺安醫院雙十分院,48
區域醫院,1517061032,澄清中港,88,9.3,909,2,澄清綜合醫院中港院區,10
區域醫院,1517011112,澄清綜合醫,47.5,8.2,479,2,澄清醫院平等院區,24
區域醫院,135010016,部苗栗,46.5,11.6,485,2,衛生福利部苗栗醫院,23
區域醫院,137170515,部彰化,54.5,9.4,444,2,衛生福利部彰化醫院,25
地區醫院,138010027,部南投,47.1,12.1,347,2,衛福部南投醫院,31
精神專科,1417030017,靜和醫院,11.3,13,51,2,靜和醫院,59
區域醫院,136010010,部豐原,71.3,9.9,834,2,豐原醫院,12
地區醫院,1503200012,霧峰澄清醫,19,1.3,462,2,霧峰澄清醫院,25
地區醫院,1505340019,大安婦幼醫,5,9.7,25,3,大安婦幼醫院,74
地區醫院,1542010052,大東醫院,12,9.4,64,3,大東醫院,63
醫學中心,1317040011,中山醫院,163,7.8,1357,3,中山醫院,6
地區醫院,1521051179,仁村醫院,3,11,36,3,仁村醫院,73
區域醫院,622020017,中榮嘉義,59,10.9,423,3,台中榮總嘉義分院,30
區域醫院,221010019,南市立醫院,91,8,578,3,台南市立醫院,21
區域醫院,121050011,臺南醫院,74.2,10.1,765,3,台南醫院,16
地區醫院,141060513,台南新化分,5.4,12.8,96,3,台南醫院新化分院,57
地區醫院,1502041117,右昌聯合醫,8,14.8,216,3,右昌聯合醫院,45
地區醫院,1502051426,四季台安醫,11,10.6,62,3,四季台安醫院,65
地區醫院,1521051160,永和醫院,5,6.2,38,3,永和醫院,71
地區醫院,1542020067,光雄長安醫,9,6.3,126,3,光雄長安醫院,50
地區醫院,1522021264,安心醫院,6.5,9.2,20,3,安心醫院,76
地區醫院,1502110064,安泰醫院,7,8.7,72,3,安泰醫院,62
區域醫院,943030019,安泰醫療社,77.3,10.6,810,3,安泰醫院,14
醫學中心,421040011,成大醫院,325.1,7.1,1168,3,成大醫院,7
地區醫院,140010028,部朴子醫院,10.1,11.6,125,3,朴子醫院,51
精神專科,1143130019,佑青醫院,11,13.4,51,3,佑青醫院,69
地區醫院,1541070045,宏科醫院,2.5,5.3,153,3,宏科醫院,49
區域醫院,902080013,阮綜合醫療,86.7,8.5,559,3,阮綜合醫院,22
醫學中心,1141310019,奇美醫院,279.9,6.8,1124,3,奇美醫院永康院區,9
地區醫院,1105050012,奇美佳里,42,11.1,177,3,奇美醫院佳里分院,47
區域醫院,1141090512,奇美柳營,172.5,8.5,845,3,奇美醫院柳營分院,13
地區醫院,943160012,枋寮醫療社,30,9.4,271,3,枋寮醫院,40
地區醫院,943040015,南門醫療社,7,9.7,102,3,南門醫院,55
地區醫院,943060017,屏安醫療社,,,,3,屏安醫院,67
區域醫院,943010017,寶建醫療社,70,8.6,386,3,屏東寶建醫院,33
區域醫院,1143010012,屏基醫療,76.3,9.2,539,3,屏基醫療財團法人屏東基督教醫院,23
地區醫院,1507320015,新高醫院,15.6,12.3,105,3,建功馬光中醫診所,53
地區醫院,1542050056,建佑醫院,24,9.5,449,3,建佑醫院,27
地區醫院,1502070118,健新醫院,4.5,6.5,245,3,建新醫院,43
地區醫院,1143040010,恆春基督教,3,2.5,260,3,恆春基督教醫院,42
地區醫院,1502031102,柏仁醫院,9,10.1,76,3,柏仁醫院,60
地區醫院,1107350015,天主教聖功,24.5,9.5,333,3,財團法人天主教聖功醫院,35
區域醫院,102070020,大同醫院,72.5,9.2,429,3,高雄市立大同醫院,29
區域醫院,1102110011,小港醫院,76.6,11.2,406,3,高雄市立小港醫院,32
地區醫院,102080017,民生醫院,29,7.2,269,3,高雄市立民生醫院,41
地區醫院,942020019,岡山醫院,10,8.2,59,3,高雄市立岡山醫院,66
精神專科,102080026,市立凱旋醫,92,13.8,460,3,高雄市立凱旋醫院,25
地區醫院,1307370011,市立旗津醫,3.5,4.7,74,3,高雄市立旗津醫院,61
地區醫院,1142010518,鳳山醫院,9.2,12,91,3,高雄市立鳳山醫院,58
區域醫院,102020011,高雄市聯醫,51.8,6.9,448,3,高雄市立聯合醫院,28
醫學中心,1142100017,高雄長庚,451.8,7,2229,3,高雄長庚紀念醫院,1
醫學中心,602030026,高雄榮總,285.7,7.3,1499,3,高雄榮民總醫院,4
地區醫院,643130018,高榮屏東分,26.8,12.2,223,3,高雄榮民總醫院屏東分院,44
地區醫院,641310018,高榮台南,40,9.4,449,3,高雄榮民總醫院臺南分院,26
醫學中心,1302050014,高雄醫學大,367.6,7.5,1677,3,高雄醫學大學附設醫院,3
地區醫院,1542150042,高新醫院,4,13.4,22,3,高新醫院,75
地區醫院,1502040021,健仁醫院,30,7.7,294,3,健仁醫院,37
區域醫院,1543010109,國仁醫院,30.6,8.4,776,3,國仁醫院,15
區域醫院,502080015,國軍高雄總,107,9.9,957,3,國軍高雄總醫院,10
區域醫院,502030015,國軍左營,71.2,9.8,695,3,國軍高雄總醫院左營分院(海軍總醫院),19
地區醫院,542020011,國軍岡山醫,20,9.1,345,3,國軍高雄總醫院岡山分院,34
地區醫院,543010019,國軍屏東分,11.6,10.9,86,3,國軍高雄總醫院屏東分院,59
區域醫院,1521031104,郭綜合醫院,35.4,9.2,747,3,郭綜合醫院,17
地區醫院,1507300077,博田國際醫,,,,3,博正醫院,
地區醫院,1542011237,惠德醫院,5.9,7.9,37,3,惠德醫院,72
地區醫院,1521041137,開元寺慈愛,2,11.3,53,3,開元寺慈愛醫院,68
區域醫院,1121010018,新樓醫院,76.2,6,528,3,新樓醫院,24
地區醫院,941010019,新興醫院,9,12.5,64,3,新興醫院,63
地區醫院,141010013,新營醫院,9.9,11.7,159,3,新營醫院,48
地區醫院,1107320017,義大大昌醫,6,1.3,333,3,義大大昌醫院,35
區域醫院,1122010021,聖馬爾定,83,8.2,646,3,聖馬爾定醫院,20
區域醫院,1140010510,長庚嘉義,252.5,7.2,1737,3,嘉義長庚紀念醫院,2
區域醫院,1122010012,嘉基醫院,170.8,7.5,932,3,嘉義基督教醫院,11
精神專科,1442060014,慈惠醫院,13.5,10.6,103,3,慈恵醫院,54
區域醫院,1140030012,大林慈濟醫,131,8.5,1140,3,慈濟醫院大林分院,8
區域醫院,1305370013,市立安南,93.7,7.3,876,3,臺南市立安南醫院,12
區域醫院,1343030018,輔英附設醫,38,9,744,3,輔英科技大學附設醫院,18
地區醫院,1543020105,茂隆骨科醫,10,11.3,116,3,潮州孝愛仁愛之家,52
區域醫院,143010011,部屏東醫院,53.5,10.4,284,3,衛生福利部屏東醫院,39
地區醫院,141270019,部胸腔病院,6.3,12.2,102,3,衛生福利部胸腔病院,56
精神專科,141270028,嘉南療養院,43.9,11.7,189,3,衛生福利部嘉南療養院,46
地區醫院,142030019,旗山醫院,38,10.4,294,3,衛生福利部旗山醫院,38
地區醫院,122020517,嘉義醫院,24,12.5,414,3,衛福部嘉義醫院,31
地區醫院,1522021175,盧亞人醫院,6,10.1,54,3,盧亞人醫院,67
精神專科,907120012,燕巢靜和醫,11,13.6,50,3,靜和醫院燕巢分院,70
區域醫院,1142120001,義大醫院,214.2,8.6,1382,3,E-DA Hospital,5
區域醫院,1146010014,台東馬偕,91.9,8.4,513,4,台東馬偕紀念醫院,3
地區醫院,1146010032,台東基督教,19.8,7.7,239,4,台東基督教醫院,7
地區醫院,1146010041,台東聖母醫,1.5,1.6,171,4,台東聖母醫院,10
地區醫院,1145030012,玉里慈濟醫,7,7.7,32,4,玉里慈濟醫院,14
地區醫院,905290020,吉安醫院,,,,4,吉安醫院,
醫學中心,1145010010,慈濟醫院,145.1,7.9,761,4,花蓮慈濟醫院,1
區域醫院,545040515,國軍花蓮,32.3,9.3,630,4,國軍花蓮總醫院,2
區域醫院,1145010038,門諾醫院,81.6,7.1,455,4,基督教門諾會醫院,4
地區醫院,1146030516,關山慈濟醫,3,4.2,246,4,慈濟醫院關山分院,6
地區醫院,646010013,北榮台東,11,13.4,94,4,榮民總醫院台東分院,12
地區醫院,645020015,北榮鳳林,9,8,74,4,榮民總醫院鳳林分院,13
地區醫院,645030011,北榮玉里,42,11.9,220,4,臺北榮民總醫院玉里分院,8
地區醫院,146010013,臺東醫院,10.4,12.5,196,4,臺東醫院,9
地區醫院,145030020,玉里醫院,25,11.7,138,4,衛生福利部玉里醫院,11
地區醫院,145010019,花蓮醫院,22,11.8,265,4,衛生福利部花蓮醫院,5
